"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Nível","Cód.","Município","Ano"
"MU","3172103","Volta Grande (MG)","79674"
"MU","3172202","Wenceslau Braz (MG)","24919"
"MU","3200102","Afonso Cláudio (ES)","472477"
"MU","3200136","Águia Branca (ES)","165778"
"MU","3200169","Água Doce do Norte (ES)","144470"
"MU","3200201","Alegre (ES)","487304"
"MU","3200300","Alfredo Chaves (ES)","350114"
"MU","3200359","Alto Rio Novo (ES)","85451"
"MU","3200409","Anchieta (ES)","713453"
"MU","3200508","Apiacá (ES)","93282"
"MU","3200607","Aracruz (ES)","4609369"
"MU","3200706","Atílio Vivacqua (ES)","259096"
"MU","3200805","Baixo Guandu (ES)","657363"
"MU","3200904","Barra de São Francisco (ES)","845656"
"MU","3201001","Boa Esperança (ES)","219904"
"MU","3201100","Bom Jesus do Norte (ES)","133989"
"MU","3201159","Brejetuba (ES)","259467"
"MU","3201209","Cachoeiro de Itapemirim (ES)","4817467"
"MU","3201308","Cariacica (ES)","7390695"
"MU","3201407","Castelo (ES)","888536"
"MU","3201506","Colatina (ES)","3247009"
"MU","3201605","Conceição da Barra (ES)","420399"
"MU","3201704","Conceição do Castelo (ES)","205619"
"MU","3201803","Divino de São Lourenço (ES)","66252"
"MU","3201902","Domingos Martins (ES)","688612"
"MU","3202009","Dores do Rio Preto (ES)","126867"
"MU","3202108","Ecoporanga (ES)","344137"
"MU","3202207","Fundão (ES)","367969"
"MU","3202256","Governador Lindenberg (ES)","189431"
"MU","3202306","Guaçuí (ES)","567372"
"MU","3202405","Guarapari (ES)","2077624"
"MU","3202454","Ibatiba (ES)","329780"
"MU","3202504","Ibiraçu (ES)","232565"
"MU","3202553","Ibitirama (ES)","154810"
"MU","3202603","Iconha (ES)","289034"
"MU","3202652","Irupi (ES)","233386"
"MU","3202702","Itaguaçu (ES)","245681"
"MU","3202801","Itapemirim (ES)","1984151"
"MU","3202900","Itarana (ES)","204832"
"MU","3203007","Iúna (ES)","430699"
"MU","3203056","Jaguaré (ES)","489331"
"MU","3203106","Jerônimo Monteiro (ES)","134683"
"MU","3203130","João Neiva (ES)","343046"
"MU","3203163","Laranja da Terra (ES)","133419"
"MU","3203205","Linhares (ES)","5278677"
"MU","3203304","Mantenópolis (ES)","145179"
"MU","3203320","Marataízes (ES)","1117298"
"MU","3203346","Marechal Floriano (ES)","377168"
"MU","3203353","Marilândia (ES)","221817"
"MU","3203403","Mimoso do Sul (ES)","450931"
"MU","3203502","Montanha (ES)","339816"
"MU","3203601","Mucurici (ES)","75949"
"MU","3203700","Muniz Freire (ES)","307074"
"MU","3203809","Muqui (ES)","169477"
"MU","3203908","Nova Venécia (ES)","962443"
"MU","3204005","Pancas (ES)","213148"
"MU","3204054","Pedro Canário (ES)","290787"
"MU","3204104","Pinheiros (ES)","415704"
"MU","3204203","Piúma (ES)","348777"
"MU","3204252","Ponto Belo (ES)","82310"
"MU","3204302","Presidente Kennedy (ES)","1926066"
"MU","3204351","Rio Bananal (ES)","406321"
"MU","3204401","Rio Novo do Sul (ES)","191379"
"MU","3204500","Santa Leopoldina (ES)","200557"
"MU","3204559","Santa Maria de Jetibá (ES)","1033715"
"MU","3204609","Santa Teresa (ES)","430732"
"MU","3204658","São Domingos do Norte (ES)","226656"
"MU","3204708","São Gabriel da Palha (ES)","558528"
"MU","3204807","São José do Calçado (ES)","175797"
"MU","3204906","São Mateus (ES)","2020880"
"MU","3204955","São Roque do Canaã (ES)","179424"
"MU","3205002","Serra (ES)","18325917"
"MU","3205010","Sooretama (ES)","486198"
"MU","3205036","Vargem Alta (ES)","382214"
"MU","3205069","Venda Nova do Imigrante (ES)","543786"
"MU","3205101","Viana (ES)","2081185"
"MU","3205150","Vila Pavão (ES)","153104"
"MU","3205176","Vila Valério (ES)","242399"
"MU","3205200","Vila Velha (ES)","11037698"
"MU","3205309","Vitória (ES)","21727095"
"MU","3300100","Angra dos Reis (RJ)","9122561"
"MU","3300159","Aperibé (RJ)","168019"
"MU","3300209","Araruama (RJ)","2467326"
"MU","3300225","Areal (RJ)","316277"
"MU","3300233","Armação dos Búzios (RJ)","1474944"
"MU","3300258","Arraial do Cabo (RJ)","655161"
"MU","3300308","Barra do Piraí (RJ)","1985419"
"MU","3300407","Barra Mansa (RJ)","4745682"
"MU","3300456","Belford Roxo (RJ)","8284049"
"MU","3300506","Bom Jardim (RJ)","679130"
"MU","3300605","Bom Jesus do Itabapoana (RJ)","711836"
"MU","3300704","Cabo Frio (RJ)","7211366"
"MU","3300803","Cachoeiras de Macacu (RJ)","1043069"
"MU","3300902","Cambuci (RJ)","334344"
"MU","3300936","Carapebus (RJ)","303304"
"MU","3300951","Comendador Levy Gasparian (RJ)","349649"
"MU","3301009","Campos dos Goytacazes (RJ)","17283382"
"MU","3301108","Cantagalo (RJ)","865932"
"MU","3301157","Cardoso Moreira (RJ)","331013"
"MU","3301207","Carmo (RJ)","466860"
"MU","3301306","Casimiro de Abreu (RJ)","1140831"
"MU","3301405","Conceição de Macabu (RJ)","332705"
"MU","3301504","Cordeiro (RJ)","346259"
"MU","3301603","Duas Barras (RJ)","233815"
"MU","3301702","Duque de Caxias (RJ)","39857742"
"MU","3301801","Engenheiro Paulo de Frontin (RJ)","259580"
"MU","3301850","Guapimirim (RJ)","908683"
"MU","3301876","Iguaba Grande (RJ)","426926"
"MU","3301900","Itaboraí (RJ)","4353576"
"MU","3302007","Itaguaí (RJ)","7868601"
"MU","3302056","Italva (RJ)","330894"
"MU","3302106","Itaocara (RJ)","502820"
"MU","3302205","Itaperuna (RJ)","2585908"
"MU","3302254","Itatiaia (RJ)","3612896"
"MU","3302270","Japeri (RJ)","1294646"
"MU","3302304","Laje do Muriaé (RJ)","132521"
"MU","3302403","Macaé (RJ)","17580176"
"MU","3302452","Macuco (RJ)","153996"
"MU","3302502","Magé (RJ)","3688341"
"MU","3302601","Mangaratiba (RJ)","3855390"
"MU","3302700","Maricá (RJ)","5856875"
"MU","3302809","Mendes (RJ)","292644"
"MU","3302858","Mesquita (RJ)","2291134"
"MU","3302908","Miguel Pereira (RJ)","682782"
"MU","3303005","Miracema (RJ)","474643"
"MU","3303104","Natividade (RJ)","251281"
"MU","3303203","Nilópolis (RJ)","2540316"
"MU","3303302","Niterói (RJ)","23003343"
"MU","3303401","Nova Friburgo (RJ)","4808820"
"MU","3303500","Nova Iguaçu (RJ)","16447839"
"MU","3303609","Paracambi (RJ)","960844"
"MU","3303708","Paraíba do Sul (RJ)","899884"
"MU","3303807","Paraty (RJ)","1253196"
"MU","3303856","Paty do Alferes (RJ)","493248"
"MU","3303906","Petrópolis (RJ)","12690967"
"MU","3303955","Pinheiral (RJ)","367133"
"MU","3304003","Piraí (RJ)","1982658"
"MU","3304102","Porciúncula (RJ)","317864"
"MU","3304110","Porto Real (RJ)","2552616"
"MU","3304128","Quatis (RJ)","248495"
"MU","3304144","Queimados (RJ)","4670217"
"MU","3304151","Quissamã (RJ)","995507"
"MU","3304201","Resende (RJ)","6333766"
"MU","3304300","Rio Bonito (RJ)","1543431"
"MU","3304409","Rio Claro (RJ)","334624"
"MU","3304508","Rio das Flores (RJ)","188669"
"MU","3304524","Rio das Ostras (RJ)","4889596"
"MU","3304557","Rio de Janeiro (RJ)","329431360"
"MU","3304607","Santa Maria Madalena (RJ)","169029"
"MU","3304706","Santo Antônio de Pádua (RJ)","1078784"
"MU","3304755","São Francisco de Itabapoana (RJ)","957607"
"MU","3304805","São Fidélis (RJ)","731014"
"MU","3304904","São Gonçalo (RJ)","16930919"
"MU","3305000","São João da Barra (RJ)","3890591"
"MU","3305109","São João de Meriti (RJ)","9410815"
"MU","3305133","São José de Ubá (RJ)","183406"
"MU","3305158","São José do Vale do Rio Preto (RJ)","454293"
"MU","3305208","São Pedro da Aldeia (RJ)","2039740"
"MU","3305307","São Sebastião do Alto (RJ)","188719"
"MU","3305406","Sapucaia (RJ)","829350"
"MU","3305505","Saquarema (RJ)","2190241"
"MU","3305554","Seropédica (RJ)","2058456"
"MU","3305604","Silva Jardim (RJ)","403439"
"MU","3305703","Sumidouro (RJ)","370886"
"MU","3305752","Tanguá (RJ)","562335"
"MU","3305802","Teresópolis (RJ)","5237101"
"MU","3305901","Trajano de Moraes (RJ)","189373"
"MU","3306008","Três Rios (RJ)","3641315"
"MU","3306107","Valença (RJ)","2016774"
"MU","3306156","Varre-Sai (RJ)","156690"
"MU","3306206","Vassouras (RJ)","963683"
"MU","3306305","Volta Redonda (RJ)","10461839"
"MU","3500105","Adamantina (SP)","1152441"
"MU","3500204","Adolfo (SP)","86466"
"MU","3500303","Aguaí (SP)","764288"
"MU","3500402","Águas da Prata (SP)","142654"
"MU","3500501","Águas de Lindóia (SP)","455274"
"MU","3500550","Águas de Santa Bárbara (SP)","157569"
"MU","3500600","Águas de São Pedro (SP)","132617"
"MU","3500709","Agudos (SP)","2562986"
"MU","3500758","Alambari (SP)","87284"
"MU","3500808","Alfredo Marcondes (SP)","74432"
"MU","3500907","Altair (SP)","200101"
"MU","3501004","Altinópolis (SP)","462342"
"MU","3501103","Alto Alegre (SP)","102142"
"MU","3501152","Alumínio (SP)","1808351"
"MU","3501202","Álvares Florence (SP)","94953"
"MU","3501301","Álvares Machado (SP)","470527"
"MU","3501400","Álvaro de Carvalho (SP)","49593"
"MU","3501509","Alvinlândia (SP)","47169"
"MU","3501608","Americana (SP)","10287915"
"MU","3501707","Américo Brasiliense (SP)","837641"
"MU","3501806","Américo de Campos (SP)","99184"
"MU","3501905","Amparo (SP)","3443771"
"MU","3502002","Analândia (SP)","142577"
"MU","3502101","Andradina (SP)","3109727"
"MU","3502200","Angatuba (SP)","834417"
"MU","3502309","Anhembi (SP)","128698"
"MU","3502408","Anhumas (SP)","68007"
"MU","3502507","Aparecida (SP)","1115003"
"MU","3502606","Aparecida d'Oeste (SP)","98439"
"MU","3502705","Apiaí (SP)","614359"
"MU","3502754","Araçariguama (SP)","2121497"
"MU","3502804","Araçatuba (SP)","6938553"
"MU","3502903","Araçoiaba da Serra (SP)","651158"
"MU","3503000","Aramina (SP)","125633"
"MU","3503109","Arandu (SP)","131273"
"MU","3503158","Arapeí (SP)","25889"
"MU","3503208","Araraquara (SP)","8932928"
"MU","3503307","Araras (SP)","4997486"
"MU","3503356","Arco-Íris (SP)","51987"
"MU","3503406","Arealva (SP)","170709"
"MU","3503505","Areias (SP)","37753"
"MU","3503604","Areiópolis (SP)","129809"
"MU","3503703","Ariranha (SP)","654030"
"MU","3503802","Artur Nogueira (SP)","991269"
"MU","3503901","Arujá (SP)","4730400"
"MU","3503950","Aspásia (SP)","31012"
"MU","3504008","Assis (SP)","2855490"
"MU","3504107","Atibaia (SP)","5871980"
"MU","3504206","Auriflama (SP)","292085"
"MU","3504305","Avaí (SP)","283507"
"MU","3504404","Avanhandava (SP)","337182"
"MU","3504503","Avaré (SP)","2492529"
"MU","3504602","Bady Bassitt (SP)","320651"
"MU","3504701","Balbinos (SP)","42728"
"MU","3504800","Bálsamo (SP)","177045"
"MU","3504909","Bananal (SP)","217166"
"MU","3505005","Barão de Antonina (SP)","68573"
"MU","3505104","Barbosa (SP)","100123"
"MU","3505203","Bariri (SP)","1424982"
"MU","3505302","Barra Bonita (SP)","1385046"
"MU","3505351","Barra do Chapéu (SP)","81765"
"MU","3505401","Barra do Turvo (SP)","80277"
"MU","3505500","Barretos (SP)","4419155"
"MU","3505609","Barrinha (SP)","479540"
"MU","3505708","Barueri (SP)","47088302"
"MU","3505807","Bastos (SP)","822429"
"MU","3505906","Batatais (SP)","1662099"
"MU","3506003","Bauru (SP)","13141086"
"MU","3506102","Bebedouro (SP)","3220044"
"MU","3506201","Bento de Abreu (SP)","127997"
"MU","3506300","Bernardino de Campos (SP)","203837"
"MU","3506359","Bertioga (SP)","1487645"
"MU","3506409","Bilac (SP)","187384"
"MU","3506508","Birigui (SP)","3274072"
"MU","3506607","Biritiba Mirim (SP)","738495"
"MU","3506706","Boa Esperança do Sul (SP)","312038"
"MU","3506805","Bocaina (SP)","1045240"
"MU","3506904","Bofete (SP)","158687"
"MU","3507001","Boituva (SP)","2610873"
"MU","3507100","Bom Jesus dos Perdões (SP)","550781"
"MU","3507159","Bom Sucesso de Itararé (SP)","49398"
"MU","3507209","Borá (SP)","83825"
"MU","3507308","Boracéia (SP)","199890"
"MU","3507407","Borborema (SP)","387635"
"MU","3507456","Borebi (SP)","60756"
"MU","3507506","Botucatu (SP)","4842900"
"MU","3507605","Bragança Paulista (SP)","5091765"
"MU","3507704","Braúna (SP)","87397"
"MU","3507753","Brejo Alegre (SP)","766056"
"MU","3507803","Brodowski (SP)","537002"
"MU","3507902","Brotas (SP)","670395"
"MU","3508009","Buri (SP)","383837"
"MU","3508108","Buritama (SP)","517636"
"MU","3508207","Buritizal (SP)","332159"
"MU","3508306","Cabrália Paulista (SP)","80710"
"MU","3508405","Cabreúva (SP)","4141539"
"MU","3508504","Caçapava (SP)","3580187"
"MU","3508603","Cachoeira Paulista (SP)","559694"
"MU","3508702","Caconde (SP)","308767"
"MU","3508801","Cafelândia (SP)","440010"
"MU","3508900","Caiabu (SP)","57475"
"MU","3509007","Caieiras (SP)","2706457"
"MU","3509106","Caiuá (SP)","78775"
"MU","3509205","Cajamar (SP)","13020610"
"MU","3509254","Cajati (SP)","1052221"
"MU","3509304","Cajobi (SP)","146390"
"MU","3509403","Cajuru (SP)","546609"
"MU","3509452","Campina do Monte Alegre (SP)","109869"
"MU","3509502","Campinas (SP)","58523733"
"MU","3509601","Campo Limpo Paulista (SP)","1675995"
"MU","3509700","Campos do Jordão (SP)","1197119"
"MU","3509809","Campos Novos Paulista (SP)","137858"
"MU","3509908","Cananéia (SP)","203587"
"MU","3509957","Canas (SP)","150703"
"MU","3510005","Cândido Mota (SP)","915663"
"MU","3510104","Cândido Rodrigues (SP)","88309"
"MU","3510153","Canitar (SP)","101164"
"MU","3510203","Capão Bonito (SP)","832521"
"MU","3510302","Capela do Alto (SP)","286887"
"MU","3510401","Capivari (SP)","1606978"
"MU","3510500","Caraguatatuba (SP)","2658208"
"MU","3510609","Carapicuíba (SP)","5214113"
"MU","3510708","Cardoso (SP)","209133"
"MU","3510807","Casa Branca (SP)","846568"
"MU","3510906","Cássia dos Coqueiros (SP)","140978"
"MU","3511003","Castilho (SP)","594040"
"MU","3511102","Catanduva (SP)","3856233"
"MU","3511201","Catiguá (SP)","102921"
"MU","3511300","Cedral (SP)","272897"
"MU","3511409","Cerqueira César (SP)","685904"
"MU","3511508","Cerquilho (SP)","1702651"
"MU","3511607","Cesário Lange (SP)","364362"
"MU","3511706","Charqueada (SP)","272057"
"MU","3511904","Clementina (SP)","214425"
"MU","3512001","Colina (SP)","1136379"
"MU","3512100","Colômbia (SP)","339941"
"MU","3512209","Conchal (SP)","641063"
"MU","3512308","Conchas (SP)","323592"
"MU","3512407","Cordeirópolis (SP)","2258963"
"MU","3512506","Coroados (SP)","131468"
"MU","3512605","Coronel Macedo (SP)","77637"
"MU","3512704","Corumbataí (SP)","166351"
"MU","3512803","Cosmópolis (SP)","1318218"
"MU","3512902","Cosmorama (SP)","227706"
"MU","3513009","Cotia (SP)","10991458"
"MU","3513108","Cravinhos (SP)","1037157"
"MU","3513207","Cristais Paulista (SP)","177262"
"MU","3513306","Cruzália (SP)","69483"
"MU","3513405","Cruzeiro (SP)","1988301"
"MU","3513504","Cubatão (SP)","17668001"
"MU","3513603","Cunha (SP)","213621"
"MU","3513702","Descalvado (SP)","1385107"
"MU","3513801","Diadema (SP)","13229745"
"MU","3513850","Dirce Reis (SP)","52678"
"MU","3513900","Divinolândia (SP)","269347"
"MU","3514007","Dobrada (SP)","98289"
"MU","3514106","Dois Córregos (SP)","683548"
"MU","3514205","Dolcinópolis (SP)","43339"
"MU","3514304","Dourado (SP)","699915"
"MU","3514403","Dracena (SP)","1121150"
"MU","3514502","Duartina (SP)","215272"
"MU","3514601","Dumont (SP)","235050"
"MU","3514700","Echaporã (SP)","128877"
"MU","3514809","Eldorado (SP)","224075"
"MU","3514908","Elias Fausto (SP)","594381"
"MU","3514924","Elisiário (SP)","62634"
"MU","3514957","Embaúba (SP)","47867"
"MU","3515004","Embu das Artes (SP)","10004647"
"MU","3515103","Embu-Guaçu (SP)","1063716"
"MU","3515129","Emilianópolis (SP)","59710"
"MU","3515152","Engenheiro Coelho (SP)","439779"
"MU","3515186","Espírito Santo do Pinhal (SP)","1327264"
"MU","3515194","Espírito Santo do Turvo (SP)","71692"
"MU","3515202","Estrela d'Oeste (SP)","578256"
"MU","3515301","Estrela do Norte (SP)","83360"
"MU","3515350","Euclides da Cunha Paulista (SP)","112224"
"MU","3515400","Fartura (SP)","356509"
"MU","3515509","Fernandópolis (SP)","1975540"
"MU","3515608","Fernando Prestes (SP)","163967"
"MU","3515657","Fernão (SP)","48528"
"MU","3515707","Ferraz de Vasconcelos (SP)","2859009"
"MU","3515806","Flora Rica (SP)","35514"
"MU","3515905","Floreal (SP)","55110"
"MU","3516002","Flórida Paulista (SP)","188007"
"MU","3516101","Florínea (SP)","121784"
"MU","3516200","Franca (SP)","9689019"
"MU","3516309","Francisco Morato (SP)","1372211"
"MU","3516408","Franco da Rocha (SP)","2460082"
"MU","3516507","Gabriel Monteiro (SP)","59427"
"MU","3516606","Gália (SP)","122800"
"MU","3516705","Garça (SP)","1091079"
"MU","3516804","Gastão Vidigal (SP)","59542"
"MU","3516853","Gavião Peixoto (SP)","860154"
"MU","3516903","General Salgado (SP)","528457"
"MU","3517000","Getulina (SP)","170097"
"MU","3517109","Glicério (SP)","101973"
"MU","3517208","Guaiçara (SP)","186880"
"MU","3517307","Guaimbê (SP)","72903"
"MU","3517406","Guaíra (SP)","3821035"
"MU","3517505","Guapiaçu (SP)","508226"
"MU","3517604","Guapiara (SP)","529402"
"MU","3517703","Guará (SP)","405948"
"MU","3517802","Guaraçaí (SP)","259904"
"MU","3517901","Guaraci (SP)","325485"
"MU","3518008","Guarani d'Oeste (SP)","30634"
"MU","3518107","Guarantã (SP)","147331"
"MU","3518206","Guararapes (SP)","1237334"
"MU","3518305","Guararema (SP)","1427047"
"MU","3518404","Guaratinguetá (SP)","4232993"
"MU","3518503","Guareí (SP)","229066"
"MU","3518602","Guariba (SP)","1174644"
"MU","3518701","Guarujá (SP)","7905851"
"MU","3518800","Guarulhos (SP)","53974919"
"MU","3518859","Guatapará (SP)","206085"
"MU","3518909","Guzolândia (SP)","64697"
"MU","3519006","Herculândia (SP)","269831"
"MU","3519055","Holambra (SP)","909274"
"MU","3519071","Hortolândia (SP)","11515072"
"MU","3519105","Iacanga (SP)","629955"
"MU","3519204","Iacri (SP)","149486"
"MU","3519253","Iaras (SP)","134888"
"MU","3519303","Ibaté (SP)","774228"
"MU","3519402","Ibirá (SP)","221037"
"MU","3519501","Ibirarema (SP)","350597"
"MU","3519600","Ibitinga (SP)","1354044"
"MU","3519709","Ibiúna (SP)","1597888"
"MU","3519808","Icém (SP)","405233"
"MU","3519907","Iepê (SP)","243516"
"MU","3520004","Igaraçu do Tietê (SP)","281418"
"MU","3520103","Igarapava (SP)","1090395"
"MU","3520202","Igaratá (SP)","177756"
"MU","3520301","Iguape (SP)","620572"
"MU","3520400","Ilhabela (SP)","3011806"
"MU","3520426","Ilha Comprida (SP)","555228"
"MU","3520442","Ilha Solteira (SP)","568520"
"MU","3520509","Indaiatuba (SP)","11735700"
"MU","3520608","Indiana (SP)","60022"
"MU","3520707","Indiaporã (SP)","72565"
"MU","3520806","Inúbia Paulista (SP)","124059"
"MU","3520905","Ipaussu (SP)","367707"
"MU","3521002","Iperó (SP)","476482"
"MU","3521101","Ipeúna (SP)","659789"
"MU","3521150","Ipiguá (SP)","85630"
"MU","3521200","Iporanga (SP)","43833"
"MU","3521309","Ipuã (SP)","353575"
"MU","3521408","Iracemápolis (SP)","1163373"
"MU","3521507","Irapuã (SP)","145822"
"MU","3521606","Irapuru (SP)","84026"
"MU","3521705","Itaberá (SP)","578194"
"MU","3521804","Itaí (SP)","771037"
"MU","3521903","Itajobi (SP)","560528"
"MU","3522000","Itaju (SP)","93804"
"MU","3522109","Itanhaém (SP)","1603283"
"MU","3522158","Itaoca (SP)","35904"
"MU","3522208","Itapecerica da Serra (SP)","3853304"
"MU","3522307","Itapetininga (SP)","4652157"
"MU","3522406","Itapeva (SP)","2409815"
"MU","3522505","Itapevi (SP)","12147662"
"MU","3522604","Itapira (SP)","3430994"
"MU","3522653","Itapirapuã Paulista (SP)","33631"
"MU","3522703","Itápolis (SP)","1178197"
"MU","3522802","Itaporanga (SP)","280431"
"MU","3522901","Itapuí (SP)","610326"
"MU","3523008","Itapura (SP)","99604"
"MU","3523107","Itaquaquecetuba (SP)","6507690"
"MU","3523206","Itararé (SP)","923172"
"MU","3523305","Itariri (SP)","231645"
"MU","3523404","Itatiba (SP)","5122839"
"MU","3523503","Itatinga (SP)","265525"
"MU","3523602","Itirapina (SP)","404518"
"MU","3523701","Itirapuã (SP)","77912"
"MU","3523800","Itobi (SP)","127387"
"MU","3523909","Itu (SP)","7641850"
"MU","3524006","Itupeva (SP)","4685473"
"MU","3524105","Ituverava (SP)","1247148"
"MU","3524204","Jaborandi (SP)","141217"
"MU","3524303","Jaboticabal (SP)","2668378"
"MU","3524402","Jacareí (SP)","9980970"
"MU","3524501","Jaci (SP)","387970"
"MU","3524600","Jacupiranga (SP)","445466"
"MU","3524709","Jaguariúna (SP)","8422261"
"MU","3524808","Jales (SP)","1314174"
"MU","3524907","Jambeiro (SP)","274960"
"MU","3525003","Jandira (SP)","3419632"
"MU","3525102","Jardinópolis (SP)","1012332"
"MU","3525201","Jarinu (SP)","1978140"
"MU","3525300","Jaú (SP)","4326560"
"MU","3525409","Jeriquara (SP)","97041"
"MU","3525508","Joanópolis (SP)","202175"
"MU","3525607","João Ramalho (SP)","158879"
"MU","3525706","José Bonifácio (SP)","1235143"
"MU","3525805","Júlio Mesquita (SP)","50979"
"MU","3525854","Jumirim (SP)","71860"
"MU","3525904","Jundiaí (SP)","39782736"
"MU","3526001","Junqueirópolis (SP)","951295"
"MU","3526100","Juquiá (SP)","346043"
"MU","3526209","Juquitiba (SP)","442469"
"MU","3526308","Lagoinha (SP)","57554"
"MU","3526407","Laranjal Paulista (SP)","879382"
"MU","3526506","Lavínia (SP)","146399"
"MU","3526605","Lavrinhas (SP)","104689"
"MU","3526704","Leme (SP)","2941350"
"MU","3526803","Lençóis Paulista (SP)","2454900"
"MU","3526902","Limeira (SP)","11069068"
"MU","3527009","Lindóia (SP)","151745"
"MU","3527108","Lins (SP)","4216272"
"MU","3527207","Lorena (SP)","2351891"
"MU","3527256","Lourdes (SP)","37867"
"MU","3527306","Louveira (SP)","11263136"
"MU","3527405","Lucélia (SP)","395513"
"MU","3527504","Lucianópolis (SP)","53277"
"MU","3527603","Luís Antônio (SP)","1020110"
"MU","3527702","Luiziânia (SP)","69319"
"MU","3527801","Lupércio (SP)","52071"
"MU","3527900","Lutécia (SP)","87686"
"MU","3528007","Macatuba (SP)","624880"
"MU","3528106","Macaubal (SP)","143204"
"MU","3528205","Macedônia (SP)","71746"
"MU","3528304","Magda (SP)","67989"
"MU","3528403","Mairinque (SP)","1802771"
"MU","3528502","Mairiporã (SP)","1639191"
"MU","3528601","Manduri (SP)","178525"
"MU","3528700","Marabá Paulista (SP)","146392"
"MU","3528809","Maracaí (SP)","515045"
"MU","3528858","Marapoama (SP)","427213"
"MU","3528908","Mariápolis (SP)","56211"
"MU","3529005","Marília (SP)","7353419"
"MU","3529104","Marinópolis (SP)","30877"
"MU","3529203","Martinópolis (SP)","560867"
"MU","3529302","Matão (SP)","3720652"
"MU","3529401","Mauá (SP)","13963846"
"MU","3529500","Mendonça (SP)","216568"
"MU","3529609","Meridiano (SP)","720319"
"MU","3529658","Mesópolis (SP)","50298"
"MU","3529708","Miguelópolis (SP)","1076838"
"MU","3529807","Mineiros do Tietê (SP)","163743"
"MU","3529906","Miracatu (SP)","415713"
"MU","3530003","Mira Estrela (SP)","55530"
"MU","3530102","Mirandópolis (SP)","611657"
"MU","3530201","Mirante do Paranapanema (SP)","867180"
"MU","3530300","Mirassol (SP)","1751644"
"MU","3530409","Mirassolândia (SP)","85846"
"MU","3530508","Mococa (SP)","1937895"
"MU","3530607","Mogi das Cruzes (SP)","14426294"
"MU","3530706","Mogi Guaçu (SP)","4993575"
"MU","3530805","Mogi Mirim (SP)","4275830"
"MU","3530904","Mombuca (SP)","66889"
"MU","3531001","Monções (SP)","70990"
"MU","3531100","Mongaguá (SP)","913697"
"MU","3531209","Monte Alegre do Sul (SP)","192078"
"MU","3531308","Monte Alto (SP)","1747925"
"MU","3531407","Monte Aprazível (SP)","627139"
"MU","3531506","Monte Azul Paulista (SP)","490772"
"MU","3531605","Monte Castelo (SP)","89704"
"MU","3531704","Monteiro Lobato (SP)","57846"
"MU","3531803","Monte Mor (SP)","2260958"
"MU","3531902","Morro Agudo (SP)","1240390"
"MU","3532009","Morungaba (SP)","396690"
"MU","3532058","Motuca (SP)","82173"
"MU","3532108","Murutinga do Sul (SP)","58637"
"MU","3532157","Nantes (SP)","95465"
"MU","3532207","Narandiba (SP)","229625"
"MU","3532306","Natividade da Serra (SP)","66404"
"MU","3532405","Nazaré Paulista (SP)","310531"
"MU","3532504","Neves Paulista (SP)","188281"
"MU","3532603","Nhandeara (SP)","284482"
"MU","3532702","Nipoã (SP)","86712"
"MU","3532801","Nova Aliança (SP)","117985"
"MU","3532827","Nova Campina (SP)","283828"
"MU","3532843","Nova Canaã Paulista (SP)","34657"
"MU","3532868","Nova Castilho (SP)","41099"
"MU","3532900","Nova Europa (SP)","313712"
"MU","3533007","Nova Granada (SP)","418622"
"MU","3533106","Nova Guataporanga (SP)","29363"
"MU","3533205","Nova Independência (SP)","123891"
"MU","3533254","Novais (SP)","48468"
"MU","3533304","Nova Luzitânia (SP)","43209"
"MU","3533403","Nova Odessa (SP)","2810059"
"MU","3533502","Novo Horizonte (SP)","1246711"
"MU","3533601","Nuporanga (SP)","468829"
"MU","3533700","Ocauçu (SP)","96687"
"MU","3533809","Óleo (SP)","88908"
"MU","3533908","Olímpia (SP)","1899213"
"MU","3534005","Onda Verde (SP)","202840"
"MU","3534104","Oriente (SP)","97475"
"MU","3534203","Orindiúva (SP)","443243"
"MU","3534302","Orlândia (SP)","1598881"
"MU","3534401","Osasco (SP)","74402691"
"MU","3534500","Oscar Bressane (SP)","83879"
"MU","3534609","Osvaldo Cruz (SP)","974585"
"MU","3534708","Ourinhos (SP)","2772919"
"MU","3534757","Ouroeste (SP)","424152"
"MU","3534807","Ouro Verde (SP)","99406"
"MU","3534906","Pacaembu (SP)","199374"
"MU","3535002","Palestina (SP)","565087"
"MU","3535101","Palmares Paulista (SP)","109618"
"MU","3535200","Palmeira d'Oeste (SP)","187300"
"MU","3535309","Palmital (SP)","612798"
"MU","3535408","Panorama (SP)","254551"
"MU","3535507","Paraguaçu Paulista (SP)","1183813"
"MU","3535606","Paraibuna (SP)","255092"
"MU","3535705","Paraíso (SP)","233785"
"MU","3535804","Paranapanema (SP)","644157"
"MU","3535903","Paranapuã (SP)","82281"
"MU","3536000","Parapuã (SP)","297743"
"MU","3536109","Pardinho (SP)","277182"
"MU","3536208","Pariquera-Açu (SP)","505246"
"MU","3536257","Parisi (SP)","37169"
"MU","3536307","Patrocínio Paulista (SP)","889461"
"MU","3536406","Paulicéia (SP)","575097"
"MU","3536505","Paulínia (SP)","31504043"
"MU","3536570","Paulistânia (SP)","30917"
